Id,SalePrice
1665,223812.94
1666,201719.12
1667,238324.53
1668,229659.8
1669,188022.42
1670,253834.42
1671,195276.05
1672,259092.16
1673,207430.66
1674,178805.23
1675,153610.42
1676,166313.12
1677,171988.45
1678,489450.34
1679,242128.58
1680,216078.92
1681,211318.92
1682,205760.3
1683,184520.28
1684,146365.56
1685,150193.03
1686,136357.58
1687,159789.39
1688,158646.8
1689,158068.67
1690,152363.14
1691,146373.77
1692,194521.67
1693,152846.05
1694,147090.72
1695,143484.77
1696,193532.88
1697,151104.22
1698,221609.48
1699,249759.44
1700,196813.92
1701,201553.9
1702,197470.92
1703,186228.84
1704,185434.4
1705,173293.58
1706,238370.4
1707,186105.97
1708,160855.97
1709,225432.9
1710,188541.45
1711,181469.62
1712,163108.31
1713,186052.94
1714,187587.42
1715,170959.19
1716,149288.83
1717,135412.0
1718,119420.97
1719,169553.02
1720,167162.25
1721,139416.38
1722,128278.18
1723,130863.17
1724,161034.88
1725,155534.83
1726,149028.48
1727,135925.19
1728,140134.55
1729,147989.95
1730,118653.44
1731,105509.54
1732,117861.11
1733,102482.91
1734,106238.87
1735,108573.5
1736,113723.336
1737,222043.0
1738,205335.73
1739,174533.48
1740,165448.97
1741,153902.48
1742,134783.45
1743,140965.8
1744,220149.0
1745,171086.9
1746,167894.69
1747,170664.97
1748,167692.2
1749,114019.93
1750,114308.1
1751,172062.62
1752,109504.86
1753,123818.66
1754,154214.25
1755,127894.17
1756,109649.39
1757,114179.71
1758,121709.23
1759,139841.78
1760,122945.18
1761,111476.4
1762,156775.36
1763,135933.17
1764,103491.13
1765,134797.22
1766,139470.5
1767,149441.7
1768,120888.51
1769,133750.11
1770,132632.23
1771,111787.445
1772,114413.87
1773,110780.22
1774,118554.83
1775,125151.45
1776,108213.48
1777,108917.586
1778,120360.34
1779,100579.586
1780,129950.695
1781,115774.62
1782,79671.01
1783,127361.4
1784,101791.74
1785,93131.67
1786,113250.77
1787,126305.625
1788,79203.95
1789,74438.96
1790,81404.26
1791,137967.92
1792,132184.12
1793,111044.875
1794,128930.695
1795,125207.42
1796,115169.97
1797,128817.88
1798,113993.27
1799,108128.94
1800,115669.6
1801,120349.58
1802,121263.02
1803,139904.34
1804,117557.81
1805,118042.6
1806,112923.625
1807,102097.61
1808,105986.336
1809,104949.414
1810,115228.71
1811,91407.664
1812,50905.902
1813,104747.8
1814,88387.58
1815,63713.004
1816,114958.59
1817,105546.92
1818,115960.664
1819,103958.18
1820,55324.715
1821,75240.664
1822,118891.38
1823,40350.65
1824,96335.15
1825,122520.44
1826,99628.94
1827,85485.34
1828,100094.66
1829,88735.91
1830,121609.336
1831,132319.47
1832,88301.31
1833,121796.41
1834,110456.62
1835,87065.41
1836,116600.2
1837,69628.36
1838,110322.08
1839,108061.13
1840,149215.84
1841,122022.95
1842,87590.22
1843,123433.29
1844,119001.51
1845,131985.61
1846,130898.73
1847,132977.77
1848,66124.56
1849,109343.84
1850,107621.1
1851,129077.375
1852,107340.31
1853,106208.69
1854,162091.9
1855,158596.64
1856,164676.66
1857,115347.76
1858,119840.14
1859,111795.484
1860,121875.16
1861,111632.5
1862,161856.77
1863,160772.5
1864,160786.94
1865,224256.9
1866,213237.27
1867,172760.45
1868,188182.11
1869,152983.06
1870,166037.64
1871,178384.94
1872,144535.81
1873,210711.69
1874,123418.77
1875,161983.47
1876,151275.2
1877,162608.23
1878,159230.14
1879,129434.51
1880,109113.0
1881,175726.42
1882,176950.81
1883,154517.33
1884,170699.55
1885,141320.92
1886,184687.17
1887,150814.88
1888,176813.97
1889,148125.17
1890,109754.695
1891,109105.36
1892,91101.805
1893,112305.27
1894,118622.625
1895,119089.44
1896,105442.66
1897,127881.5
1898,129927.05
1899,126421.9
1900,140277.5
1901,139378.72
1902,141773.22
1903,150002.77
1904,139916.25
1905,157657.14
1906,132315.08
1907,152130.42
1908,93595.984
1909,120339.21
1910,96021.81
1911,161302.55
1912,214065.27
1913,110885.72
1914,34830.633
1915,199577.89
1916,60793.832
1917,171943.92
1918,116881.99
1919,137089.34
1920,128730.805
1921,227521.81
1922,217357.66
1923,189296.77
1924,171805.12
1925,184718.92
1926,226940.92
1927,112821.125
1928,122538.0
1929,119981.0
1930,133533.55
1931,101341.11
1932,108408.79
1933,154938.47
1934,148068.03
1935,145013.7
1936,149711.08
1937,158198.92
1938,150240.58
1939,203900.73
1940,133565.97
1941,157984.58
1942,146052.11
1943,143869.78
1944,248893.53
1945,283791.16
1946,133244.1
1947,198063.28
1948,156798.05
1949,147942.22
1950,138210.64
1951,169604.34
1952,138788.52
1953,136207.03
1954,164018.39
1955,134496.86
1956,234778.42
1957,129128.51
1958,187135.83
1959,116629.46
1960,102765.2
1961,108762.26
1962,83258.96
1963,84626.6
1964,85716.12
1965,129843.8
1966,108864.805
1967,200722.98
1968,232769.03
1969,260701.6
1970,255351.0
1971,264001.72
1972,234785.16
1973,182120.2
1974,202113.61
1975,450077.0
1976,204369.67
1977,233755.39
1978,239767.75
1979,219111.25
1980,231669.12
1981,224171.67
1982,179127.36
1983,179127.36
1984,142412.23
1985,160878.58
1986,148817.61
1987,119601.625
1988,147167.62
1989,158617.89
1990,164381.81
1991,172104.28
1992,164520.86
1993,142427.42
1994,161024.92
1995,153280.66
1996,164200.7
1997,209669.08
1998,226675.6
1999,196903.05
2000,240088.0
2001,195097.92
2002,173799.3
2003,199137.47
2004,207027.1
2005,155525.34
2006,169804.62
2007,183918.47
2008,162218.95
2009,148218.22
2010,155659.4
2011,132493.61
2012,143218.83
2013,145268.88
2014,142322.75
2015,151519.45
2016,147630.94
2017,156322.03
2018,114189.16
2019,121314.734
2020,106497.39
2021,91297.07
2022,141450.06
2023,126996.36
2024,185764.98
2025,203034.53
2026,185550.8
2027,130615.92
2028,137901.55
2029,146466.19
2030,175692.08
2031,168919.88
2032,165610.56
2033,184453.42
2034,164555.77
2035,211497.55
2036,148621.94
2037,149223.22
2038,215653.14
2039,194441.42
2040,218577.64
2041,221949.75
2042,169545.4
2043,141494.8
2044,134846.88
2045,156851.61
2046,129641.8
2047,135851.34
2048,120564.445
2049,115878.53
2050,150634.11
2051,96703.18
2052,111777.83
2053,124998.51
2054,97983.57
2055,124771.97
2056,123904.47
2057,109496.71
2058,160525.28
2059,107204.65
2060,132234.44
2061,136506.56
2062,116585.766
2063,106887.49
2064,122040.58
2065,105837.695
2066,132206.69
2067,95775.51
2068,117186.28
2069,64085.77
2070,107418.15
2071,93595.68
2072,130031.97
2073,121627.89
2074,141266.3
2075,120839.85
2076,109858.94
2077,114555.96
2078,109154.38
2079,114247.04
2080,109500.266
2081,113094.05
2082,122560.5
2083,119066.305
2084,109748.01
2085,117943.58
2086,102756.85
2087,69898.484
2088,68691.22
2089,96210.35
2090,118874.22
2091,106979.125
2092,89902.375
2093,67331.23
2094,96900.37
2095,125942.01
2096,46669.184
2097,85388.56
2098,116208.555
2099,64983.703
2100,81252.91
2101,89197.87
2102,114802.1
2103,93910.64
2104,130154.45
2105,112508.88
2106,65901.29
2107,155840.62
2108,100126.86
2109,104630.5
2110,132403.88
2111,116734.516
2112,122822.75
2113,85334.664
2114,113506.7
2115,122119.85
2116,92343.32
2117,118447.25
2118,102153.26
2119,111678.64
2120,86869.17
2121,89108.82
2122,94771.18
2123,70055.27
2124,124789.64
2125,110311.2
2126,121107.27
2127,125706.22
2128,117654.91
2129,89837.42
2130,126459.73
2131,142311.05
2132,110709.016
2133,104821.65
2134,121577.46
2135,80057.52
2136,67473.336
2137,103601.19
2138,122545.414
2139,130690.89
2140,119008.875
2141,130795.66
2142,112333.23
2143,116030.734
2144,113487.0
2145,124514.016
2146,135802.94
2147,131022.84
2148,98493.79
2149,137347.05
2150,168744.42
2151,96555.53
2152,128496.03
2153,120539.55
2154,87897.58
2155,125617.99
2156,198961.23
2157,154351.78
2158,161558.2
2159,167053.22
2160,144179.92
2161,175628.02
2162,258719.06
2163,210102.7
2164,174444.31
2165,156503.58
2166,124327.29
2167,152926.44
2168,171637.19
2169,151122.94
2170,167221.73
2171,111607.2
2172,108834.63
2173,131435.64
2174,176751.02
2175,194398.38
2176,187907.12
2177,185955.9
2178,169113.05
2179,122283.66
2180,163753.61
2181,154071.23
2182,172189.06
2183,154547.86
2184,111247.56
2185,111402.91
2186,119927.04
2187,123938.77
2188,132402.73
2189,210991.55
2190,88528.5
2191,82529.49
2192,90366.46
2193,95210.72
2194,92876.96
2195,94211.53
2196,109589.5
2197,98900.2
2198,131244.67
2199,126656.82
2200,101896.51
2201,121709.695
2202,165583.16
2203,127797.22
2204,145130.48
2205,123256.266
2206,116163.586
2207,183313.19
2208,172705.98
2209,159802.33
2210,101057.58
2211,81029.51
2212,113244.164
2213,103281.234
2214,116794.11
2215,94593.22
2216,139129.84
2217,55712.273
2218,64711.06
2219,72909.21
2220,52018.582
2221,200468.86
2222,184360.7
2223,182351.08
2224,159510.31
2225,128381.18
2226,98392.336
2227,144737.34
2228,173563.19
2229,186511.62
2230,146669.73
2231,178634.17
2232,149172.2
2233,147358.23
2234,175989.55
2235,175589.94
2236,168368.88
2237,214370.22
2238,167439.48
2239,115151.516
2240,114291.68
2241,116736.61
2242,108526.93
2243,113520.57
2244,82151.09
2245,80212.37
2246,117532.08
2247,97069.484
2248,108886.41
2249,110248.65
2250,116170.25
2251,148321.0
2252,142947.9
2253,143452.8
2254,154465.6
2255,150191.78
2256,148763.61
2257,166170.56
2258,146986.52
2259,155290.36
2260,135156.72
2261,147300.66
2262,136457.48
2263,246302.48
2264,303665.88
2265,154934.94
2266,165899.31
2267,333229.06
2268,338150.5
2269,124601.76
2270,154600.44
2271,163905.27
2272,153436.28
2273,132759.7
2274,151736.31
2275,145142.05
2276,150290.98
2277,161355.55
2278,123758.62
2279,115600.96
2280,103400.555
2281,155881.88
2282,154181.42
2283,85804.43
2284,86523.89
2285,119066.55
2286,113792.81
2287,231454.39
2288,202804.1
2289,237192.8
2290,262140.94
2291,212167.64
2292,317524.1
2293,285504.8
2294,254673.84
2295,301072.25
2296,224563.58
2297,200749.8
2298,312930.06
2299,254867.75
2300,214133.52
2301,184600.69
2302,186163.84
2303,177237.83
2304,201632.47
2305,177037.62
2306,177039.53
2307,162049.39
2308,172528.16
2309,192777.81
2310,189391.95
2311,184365.03
2312,145087.1
2313,144367.34
2314,143333.2
2315,148268.14
2316,154619.28
2317,151757.83
2318,147667.28
2319,150634.97
2320,155449.77
2321,169043.42
2322,130714.4
2323,164195.38
2324,163898.19
2325,162784.16
2326,167067.66
2327,164171.97
2328,164804.16
2329,151470.81
2330,149984.56
2331,230151.47
2332,242582.6
2333,216507.22
2334,186868.39
2335,198104.39
2336,215048.66
2337,166035.72
2338,175403.28
2339,174062.77
2340,300816.28
2341,169987.4
2342,172639.64
2343,191584.95
2344,180782.77
2345,192114.77
2346,164621.53
2347,159990.47
2348,177729.94
2349,169621.4
2350,189745.62
2351,230723.5
2352,212307.73
2353,189163.34
2354,115913.984
2355,130892.016
2356,128978.77
2357,154905.95
2358,158482.64
2359,120084.555
2360,93854.84
2361,119891.92
2362,205485.1
2363,111594.62
2364,122517.89
2365,168594.08
2366,168828.6
2367,179959.5
2368,160057.9
2369,170291.19
2370,145712.44
2371,137643.06
2372,176239.31
2373,197932.3
2374,208344.4
2375,188899.33
2376,201595.36
2377,231768.0
2378,114851.4
2379,151011.7
2380,144709.38
2381,132786.48
2382,165510.64
2383,147390.95
2384,161126.69
2385,137848.73
2386,111351.57
2387,118905.016
2388,94769.52
2389,104048.945
2390,121930.17
2391,121099.25
2392,115065.83
2393,130616.27
2394,122680.81
2395,162605.95
2396,125579.29
2397,150378.38
2398,115232.08
2399,67336.64
2400,78793.84
2401,102588.68
2402,112210.445
2403,111978.11
2404,126980.0
2405,129086.836
2406,121069.62
2407,110590.26
2408,121173.74
2409,111724.445
2410,134426.75
2411,103284.06
2412,122834.52
2413,112367.71
2414,127522.65
2415,112843.01
2416,112979.33
2417,120017.85
2418,119517.16
2419,115068.75
2420,109058.51
2421,118204.67
2422,98294.51
2423,111390.16
2424,126966.31
2425,153655.81
2426,115843.56
2427,122852.35
2428,127973.0
2429,116957.99
2430,118599.71
2431,102948.234
2432,120367.86
2433,115894.05
2434,113034.664
2435,114899.16
2436,103333.83
2437,108817.07
2438,111069.89
2439,106807.5
2440,83965.66
2441,83864.26
2442,88573.93
2443,113191.9
2444,95442.13
2445,39428.49
2446,113726.72
2447,146669.58
2448,123411.83
2449,107741.75
2450,115690.516
2451,110646.016
2452,130348.51
2453,88639.3
2454,118165.46
2455,80880.64
2456,114056.57
2457,104039.38
2458,114565.28
2459,110147.81
2460,99044.96
2461,106635.93
2462,99912.12
2463,94956.25
2464,153744.95
2465,125689.11
2466,98913.85
2467,98535.55
2468,50429.945
2469,58357.83
2470,161308.23
2471,160971.34
2472,125265.3
2473,123850.53
2474,93456.016
2475,155870.12
2476,130250.4
2477,121901.44
2478,125908.47
2479,87830.79
2480,140555.78
2481,105698.49
2482,116943.23
2483,105894.445
2484,104533.69
2485,118940.39
2486,105342.125
2487,141507.0
2488,104580.5
2489,119697.984
2490,116948.414
2491,78965.55
2492,158627.36
2493,118346.945
2494,142857.17
2495,71098.125
2496,170166.36
2497,111074.54
2498,112457.86
2499,73393.414
2500,113040.414
2501,117519.734
2502,112398.13
2503,90402.98
2504,151402.39
2505,164319.77
2506,180285.14
2507,223050.19
2508,178535.34
2509,174286.73
2510,167472.17
2511,149853.61
2512,160057.72
2513,159358.02
2514,199576.77
2515,140094.14
2516,142193.8
2517,133484.67
2518,129390.125
2519,169662.73
2520,162015.19
2521,153778.22
2522,159487.16
2523,112139.24
2524,111883.625
2525,126987.73
2526,115832.65
2527,110619.06
2528,113778.48
2529,108708.44
2530,118887.8
2531,166585.92
2532,166076.12
2533,154862.55
2534,169040.02
2535,199351.48
2536,186338.12
2537,186615.22
2538,148168.72
2539,144704.55
2540,140089.14
2541,145638.62
2542,137478.8
2543,95144.05
2544,108710.47
2545,105758.84
2546,117134.484
2547,116909.234
2548,115683.84
2549,124601.8
2550,828960.44
2551,113636.77
2552,108044.75
2553,88405.22
2554,91304.98
2555,96182.234
2556,98165.17
2557,93801.35
2558,123107.45
2559,111980.86
2560,115176.92
2561,136766.27
2562,121849.18
2563,127966.93
2564,148373.45
2565,140291.14
2566,137492.11
2567,128613.65
2568,146522.66
2569,163266.03
2570,93884.39
2571,145855.56
2572,119826.87
2573,160264.22
2574,192911.84
2575,120428.27
2576,108586.45
2577,121063.01
2578,81653.13
2579,85670.875
2580,40446.715
2581,79626.34
2582,56343.023
2583,190832.22
2584,148079.08
2585,127150.016
2586,180618.47
2587,161668.69
2588,129888.836
2589,122384.25
2590,158713.23
2591,168901.6
2592,161758.52
2593,175696.56
2594,148623.05
2595,176273.78
2596,219909.31
2597,165162.47
2598,190387.5
2599,258189.2
2600,161503.67
2601,139768.27
2602,77660.336
2603,80290.62
2604,80978.93
2605,77980.414
2606,105362.08
2607,152100.88
2608,149080.95
2609,141687.64
2610,110323.65
2611,107026.95
2612,130374.055
2613,111641.9
2614,106207.11
2615,120854.375
2616,117704.45
2617,142560.48
2618,160759.66
2619,154447.05
2620,144184.38
2621,146950.77
2622,150872.75
2623,191005.52
2624,214401.0
2625,252757.48
2626,139305.89
2627,149164.39
2628,277594.88
2629,323535.34
2630,249031.34
2631,300693.88
2632,288314.84
2633,194972.98
2634,307703.3
2635,134177.94
2636,144271.97
2637,125888.75
2638,205807.55
2639,149515.8
2640,124661.7
2641,103206.81
2642,151375.75
2643,95964.375
2644,109012.27
2645,90121.3
2646,83204.5
2647,84382.734
2648,106822.72
2649,123369.78
2650,117276.695
2651,122146.586
2652,256834.3
2653,202418.92
2654,180721.17
2655,368765.8
2656,213354.66
2657,221486.72
2658,205953.03
2659,202298.34
2660,216206.6
2661,294891.8
2662,294811.47
2663,204400.56
2664,214660.83
2665,265378.34
2666,220749.08
2667,143318.53
2668,147646.89
2669,150604.22
2670,192100.92
2671,152737.5
2672,154363.34
2673,160443.11
2674,142313.17
2675,133393.17
2676,158666.97
2677,156200.55
2678,177214.19
2679,189415.94
2680,205574.44
2681,234955.92
2682,210484.77
2683,292460.94
2684,210030.75
2685,226007.55
2686,193522.3
2687,239445.67
2688,173184.16
2689,168750.4
2690,239692.66
2691,164500.66
2692,120370.39
2693,158530.34
2694,131369.6
2695,154581.69
2696,152828.31
2697,152851.55
2698,153527.39
2699,137591.38
2700,130380.94
2701,138875.0
2702,113990.41
2703,114216.17
2704,113787.85
2705,107716.94
2706,116844.54
2707,109009.47
2708,119535.96
2709,116815.88
2710,111280.266
2711,198382.5
2712,288924.7
2713,163055.23
2714,132527.14
2715,135601.23
2716,137785.7
2717,185868.48
2718,193294.4
2719,142900.06
2720,127501.15
2721,120243.63
2722,137537.8
2723,122003.21
2724,120364.375
2725,110665.61
2726,130224.05
2727,139410.75
2728,134811.05
2729,127668.586
2730,124016.46
2731,118442.086
2732,119348.77
2733,123889.37
2734,128061.43
2735,110003.45
2736,134163.1
2737,117620.72
2738,112003.06
2739,131985.56
2740,125453.28
2741,121392.16
2742,130871.59
2743,123522.195
2744,121859.69
2745,124995.16
2746,118486.29
2747,115940.07
2748,122848.92
2749,104547.65
2750,118834.59
2751,119117.9
2752,151813.52
2753,124133.05
2754,156460.89
2755,118599.04
2756,95769.57
2757,78939.234
2758,80663.72
2759,142135.9
2760,86141.59
2761,122316.805
2762,120532.97
2763,136720.23
2764,117388.12
2765,168628.66
2766,113295.42
2767,91083.44
2768,114523.7
2769,106784.86
2770,124856.9
2771,111297.73
2772,122400.195
2773,125507.64
2774,102304.44
2775,81937.2
2776,89927.71
2777,120049.01
2778,86357.8
2779,112640.04
2780,55150.184
2781,90620.93
2782,90525.67
2783,91403.39
2784,119488.5
2785,110479.78
2786,79026.08
2787,106065.29
2788,86495.375
2789,131868.02
2790,90241.7
2791,98565.805
2792,62431.656
2793,138184.77
2794,94558.63
2795,97376.9
2796,87139.164
2797,165740.22
2798,100208.76
2799,83443.33
2800,51990.57
2801,75316.875
2802,120787.77
2803,129963.93
2804,99859.86
2805,78878.24
2806,84057.16
2807,108003.016
2808,118681.45
2809,128516.07
2810,115340.61
2811,122351.625
2812,131507.23
2813,119488.72
2814,123081.14
2815,75778.94
2816,177068.16
2817,131648.28
2818,114509.56
2819,148466.7
2820,107630.0
2821,75121.04
2822,161999.92
2823,205401.88
2824,135009.14
2825,91790.28
2826,117232.64
2827,112133.89
2828,184907.23
2829,150800.03
2830,177368.94
2831,148367.83
2832,166485.95
2833,184588.89
2834,166716.45
2835,163801.28
2836,152385.69
2837,142123.7
2838,128464.31
2839,159420.69
2840,166775.47
2841,154346.61
2842,165447.83
2843,133013.0
2844,130288.12
2845,116072.266
2846,156728.28
2847,155084.48
2848,154182.38
2849,162478.92
2850,176885.44
2851,154653.12
2852,170881.45
2853,167716.08
2854,121272.28
2855,152903.28
2856,156516.28
2857,151196.33
2858,144460.9
2859,108379.984
2860,114944.484
2861,101453.234
2862,138630.61
2863,107667.75
2864,168261.34
2865,113663.125
2866,109015.69
2867,103386.07
2868,93559.39
2869,82963.125
2870,89571.91
2871,90732.28
2872,58707.93
2873,84105.76
2874,102020.47
2875,136090.22
2876,141748.22
2877,145624.1
2878,142091.6
2879,115926.46
2880,126372.06
2881,137627.81
2882,146650.52
2883,160222.31
2884,159524.4
2885,153337.78
2886,174055.66
2887,62428.344
2888,126202.25
2889,51322.777
2890,71364.945
2891,133798.19
2892,35099.03
2893,86807.914
2894,50847.984
2895,195708.81
2896,190817.42
2897,156820.8
2898,127905.82
2899,155803.56
2900,139831.12
2901,168536.73
2902,156622.38
2903,200883.12
2904,216683.22
2905,101496.18
2906,141507.28
2907,102756.5
2908,111271.28
2909,128358.96
2910,81843.88
2911,81156.94
2912,99554.85
2913,77476.875
2914,77281.266
2915,76789.28
2916,81257.195
2917,137108.19
2918,100426.63
2919,169005.23
